postcode,avg_download_speed,max_download_speed,town,county
CA1 2RF,30.2,61.2,Carlisle,Cumberland
CA1 2RH,25.7,59.2,Carlisle,Cumberland
CA1 2RJ,45.7,77.3,Carlisle,Cumberland
CA1 2RL,36,76.6,Carlisle,Cumberland
CA1 2RN,33.7,79.9,Carlisle,Cumberland
CA1 2RU,35.8,79.9,Carlisle,Cumberland
CA1 2RW,50.1,80,Carlisle,Cumberland
CA1 2RX,25,39.8,Carlisle,Cumberland
CA1 2RY,23.2,63.5,Carlisle,Cumberland
CA1 2SB,27.7,55.5,Carlisle,Cumberland
CA1 2SD,38.8,74.1,Carlisle,Cumberland
CA1 2SF,30.2,79.9,Carlisle,Cumberland
CA1 2SG,54.2,79.9,Carlisle,Cumberland
CA1 2SH,43.1,71.8,Carlisle,Cumberland
CA1 2SL,25.7,40,Carlisle,Cumberland
CA1 2SN,43.8,79.9,Carlisle,Cumberland
CA1 2SP,43.3,106.3,Carlisle,Cumberland
CA1 2SQ,37.5,69,Carlisle,Cumberland
CA1 2SR,21.5,75.2,Carlisle,Cumberland
CA1 2SS,32.4,63.4,Carlisle,Cumberland
CA1 2ST,59.6,80,Carlisle,Cumberland
CA1 2SU,57.2,106.3,Carlisle,Cumberland
CA1 2SX,39.7,106.3,Carlisle,Cumberland
CA1 2SY,49.9,106.3,Carlisle,Cumberland
CA1 2SZ,58.7,106.3,Carlisle,Cumberland
CA1 2TA,36.7,106.3,Carlisle,Cumberland
CA1 2TD,49.2,106.3,Carlisle,Cumberland
CA1 2TE,37.1,106.3,Carlisle,Cumberland
CA1 2TF,35,106.3,Carlisle,Cumberland
CA1 2TG,32.2,79.3,Carlisle,Cumberland
CA1 2TH,35.4,79.9,Carlisle,Cumberland
CA1 2TJ,39.3,106.3,Carlisle,Cumberland
CA1 2TN,65.2,106.3,Carlisle,Cumberland
CA1 2TP,52.4,106.3,Carlisle,Cumberland
CA1 2TR,41.8,106.3,Carlisle,Cumberland
CA1 2TS,54.4,106.3,Carlisle,Cumberland
CA1 2TT,18.5,53.7,Carlisle,Cumberland
CA1 2TU,49.9,106.3,Carlisle,Cumberland
CA1 2TW,59.2,106.3,Carlisle,Cumberland
CA1 2TX,53.9,106.3,Carlisle,Cumberland
CA1 2UB,45.2,79.9,Carlisle,Cumberland
CA1 2UD,50.1,59.9,Carlisle,Cumberland
CA1 2UE,62,200,Carlisle,Cumberland
CA1 2UF,65.1,200,Carlisle,Cumberland
CA1 2UG,43,200,Carlisle,Cumberland
CA1 2UQ,42.2,78.6,Carlisle,Cumberland
CA1 2UT,53.3,78.2,Carlisle,Cumberland
CA1 2WA,55.2,200,Carlisle,Cumberland
CA1 2WB,31.3,106.3,Carlisle,Cumberland
CA1 2WD,59.9,200,Carlisle,Cumberland
CA1 2WE,29.9,65.4,Carlisle,Cumberland
CA1 2WF,43.8,200,Carlisle,Cumberland
CA1 2WG,41.9,106.3,Carlisle,Cumberland
CA1 2XA,32.8,79.9,Carlisle,Cumberland
CA1 2XB,27.1,79.9,Carlisle,Cumberland
CA1 2XD,30.5,79.9,Carlisle,Cumberland
CA1 2XG,31.2,77.4,Carlisle,Cumberland
CA1 2XH,33.7,79.9,Carlisle,Cumberland
CA13 0AA,40.2,79.9,Allerdale,Cumberland
CA13 0AB,31.6,79.9,Allerdale,Cumberland
CA13 0AD,48.3,79.9,Allerdale,Cumberland
CA13 0AE,21.7,40,Allerdale,Cumberland
CA13 0AF,22.6,40,Allerdale,Cumberland
CA13 0AG,28.7,66.7,Allerdale,Cumberland
CA13 0AH,25.7,53.8,Allerdale,Cumberland
CA13 0AJ,25.5,55,Allerdale,Cumberland
CA13 0AN,38.9,79.9,Allerdale,Cumberland
CA13 0AP,32.9,79.9,Allerdale,Cumberland
CA13 0AQ,35.9,80,Allerdale,Cumberland
CA13 0AR,43.1,79.9,Allerdale,Cumberland
CA13 0AT,44.9,80,Allerdale,Cumberland
CA13 0AW,24.7,52.6,Allerdale,Cumberland
CA13 0AX,38.5,79.9,Allerdale,Cumberland
CA13 0AY,61.4,79.9,Allerdale,Cumberland
CA13 0AZ,47,77,Allerdale,Cumberland
CA13 0BB,20.9,40,Allerdale,Cumberland
CA13 0BE,36,76.5,Allerdale,Cumberland
CA13 0BF,29.3,52.6,Allerdale,Cumberland
CA13 0BG,35.7,80,Allerdale,Cumberland
CA13 0BH,24.5,66,Allerdale,Cumberland
CA13 0BJ,26,57.1,Allerdale,Cumberland
CA13 0BL,30.6,55,Allerdale,Cumberland
CA13 0BN,27.6,68.7,Allerdale,Cumberland
CA13 0BP,28.4,80,Allerdale,Cumberland
CA13 0BQ,25.3,39.8,Allerdale,Cumberland
CA13 0BS,35.2,68,Allerdale,Cumberland
CA13 0BT,32.9,73.7,Allerdale,Cumberland
CA13 0BU,36.1,59.3,Allerdale,Cumberland
CA13 0BW,50.8,52.6,Allerdale,Cumberland
CA13 0BY,24.4,54.9,Allerdale,Cumberland
CA13 0BZ,23.3,39.8,Allerdale,Cumberland
CA13 0DA,43.1,68.1,Allerdale,Cumberland
CA13 0DF,46.1,80,Allerdale,Cumberland
CA13 0DG,32.8,75.9,Allerdale,Cumberland
CA13 0DN,40,40.2,Allerdale,Cumberland
CA13 0DQ,36.1,80,Allerdale,Cumberland
CA13 0DR,31.3,77,Allerdale,Cumberland
CA13 0DU,24.7,40,Allerdale,Cumberland
CA13 0DY,29.3,77.4,Allerdale,Cumberland
CA13 0DZ,34.8,76.6,Allerdale,Cumberland
CA13 0EB,33.3,80,Allerdale,Cumberland
CA13 0ED,25.3,37.3,Allerdale,Cumberland
CA13 0EE,34.8,79.9,Allerdale,Cumberland
CA13 0EG,34.7,79.9,Allerdale,Cumberland
CA13 0EH,27.1,42.3,Allerdale,Cumberland
CA13 0EP,37,80,Allerdale,Cumberland
CA13 0ER,58.7,80,Allerdale,Cumberland
CA13 0ES,24.5,37.5,Allerdale,Cumberland
CA13 0ET,34.8,79.9,Allerdale,Cumberland
CA13 0EU,39.4,79,Allerdale,Cumberland
CA13 0EX,37.7,79.9,Allerdale,Cumberland
CA13 0EY,27.9,69.2,Allerdale,Cumberland
CA13 0EZ,43.9,79.9,Allerdale,Cumberland
CA13 0FA,20.2,24,Allerdale,Cumberland
CA13 0FB,48.5,79.9,Allerdale,Cumberland
CA13 0GU,30.9,79.9,Allerdale,Cumberland
CA13 0GW,33.8,80,Allerdale,Cumberland
CA13 0HA,32.3,49.4,Allerdale,Cumberland
CA13 0HB,39.4,80,Allerdale,Cumberland
CA13 0HE,27.1,79.9,Allerdale,Cumberland
CA13 0HG,38.1,73.9,Allerdale,Cumberland
CA13 0HH,23.1,79.9,Allerdale,Cumberland
CA13 0HP,22.4,68.1,Allerdale,Cumberland
CA13 0HQ,49.2,79.9,Allerdale,Cumberland
CA13 0HR,33.1,65.7,Allerdale,Cumberland
CA13 0HT,33.6,80,Allerdale,Cumberland
CA13 0HY,15.2,39.9,Allerdale,Cumberland
CA13 0JA,26.1,69.2,Allerdale,Cumberland
CA13 0JB,38,80,Allerdale,Cumberland
CA13 0JE,39.3,75.3,Allerdale,Cumberland
CA13 0JF,25.6,65.2,Allerdale,Cumberland
CA13 0JJ,26.1,39.8,Allerdale,Cumberland
CA13 0JL,42.4,76,Allerdale,Cumberland
CA13 0JN,41,79.9,Allerdale,Cumberland
CA13 0JR,36.4,79.9,Allerdale,Cumberland
CA13 0JT,20.7,79.9,Allerdale,Cumberland
CA13 0JX,34.9,54.2,Allerdale,Cumberland
CA13 0JY,25.7,55,Allerdale,Cumberland
CA13 0JZ,32.9,72.5,Allerdale,Cumberland
CA13 0LA,40.6,80,Allerdale,Cumberland
CA13 0LB,42.2,79.9,Allerdale,Cumberland
CA13 0LE,43.2,77.1,Allerdale,Cumberland
CA13 0LF,37.7,64.1,Allerdale,Cumberland
CA13 0LH,41.7,80,Allerdale,Cumberland
CA13 0LJ,34.5,78.7,Allerdale,Cumberland
CA13 0LL,32.4,80,Allerdale,Cumberland
CA13 0LN,37.2,79.5,Allerdale,Cumberland
CA13 0LR,17.6,40,Allerdale,Cumberland
CA13 0LT,44.8,79.9,Allerdale,Cumberland
CA13 0LU,43.6,79.9,Allerdale,Cumberland
CA13 0LW,36.4,79.9,Allerdale,Cumberland
CA13 0LX,25.5,76.5,Allerdale,Cumberland
CA13 0LY,60,80,Allerdale,Cumberland
CA13 0LZ,28.3,68.6,Allerdale,Cumberland
CA13 0NA,38.4,70.6,Allerdale,Cumberland
CA13 0NB,36.1,75.2,Allerdale,Cumberland
CA13 0NE,39.7,76.3,Allerdale,Cumberland
CA13 0NF,43,71.6,Allerdale,Cumberland
CA13 0NN,29.1,52.6,Allerdale,Cumberland
CA13 0NR,58.8,78.7,Allerdale,Cumberland
CA13 0NS,40.1,55,Allerdale,Cumberland
CA13 0NT,16.9,28.8,Allerdale,Cumberland
CA13 0NU,47.1,79.9,Allerdale,Cumberland
CA13 0PE,44.4,80,Allerdale,Cumberland
CA13 0PF,31.3,78.7,Allerdale,Cumberland
CA13 0PG,17.2,40,Allerdale,Cumberland
CA13 0PH,51.8,80,Allerdale,Cumberland
CA13 0PJ,53.5,80,Allerdale,Cumberland
CA13 0PN,28.4,80,Allerdale,Cumberland
CA13 0PR,39.8,80,Allerdale,Cumberland
CA13 0PS,24.7,40,Allerdale,Cumberland
CA13 0PT,36,67.1,Allerdale,Cumberland
CA13 0PU,39.8,76.6,Allerdale,Cumberland
CA13 0PZ,4.2,5,Allerdale,Cumberland
CA13 0QA,2.8,2.8,Allerdale,Cumberland
CA13 0QB,2.6,4.5,Allerdale,Cumberland
CA13 0QE,3.4,8.8,Allerdale,Cumberland
CA13 0QG,1.6,3.3,Allerdale,Cumberland
CA13 0QN,46.9,79.9,Allerdale,Cumberland
CA13 0QP,6.8,76.3,Allerdale,Cumberland
CA13 0QQ,37.7,80,Allerdale,Cumberland
CA13 0QR,32.1,79.7,Allerdale,Cumberland
CA13 0QT,52.6,80,Allerdale,Cumberland
CA13 0QU,25.9,63.7,Allerdale,Cumberland
CA13 0QX,46.5,80,Allerdale,Cumberland
CA13 0RA,9.4,38.3,Allerdale,Cumberland
CA13 0RB,1.6,3,Allerdale,Cumberland
CA13 0RD,2.7,3.1,Allerdale,Cumberland
CA13 0RE,5.9,30.4,Allerdale,Cumberland
CA13 0RF,13.1,77.2,Allerdale,Cumberland
CA13 0RG,7,11.1,Allerdale,Cumberland
CA13 0RJ,49.4,80,Allerdale,Cumberland
CA13 0RL,27.8,41.6,Allerdale,Cumberland
CA13 0RN,47.4,80,Allerdale,Cumberland
CA13 0RP,17.3,80,Allerdale,Cumberland
CA13 0RQ,21.8,30.4,Allerdale,Cumberland
CA13 0RR,6,14.4,Allerdale,Cumberland
CA13 0RS,3.6,4.8,Allerdale,Cumberland
CA13 0RT,3,5.7,Allerdale,Cumberland
CA13 0RU,4,17.8,Allerdale,Cumberland
CA13 0RY,37.1,80,Allerdale,Cumberland
CA13 0SD,39,79.9,Allerdale,Cumberland
CA13 0SF,46.4,80,Allerdale,Cumberland
CA13 0SJ,22.3,39.9,Allerdale,Cumberland
CA13 0SL,21.4,52.3,Allerdale,Cumberland
CA13 0SN,37.7,65.9,Allerdale,Cumberland
CA13 0SP,11.5,39.6,Allerdale,Cumberland
CA13 0SQ,29.3,75.7,Allerdale,Cumberland
CA13 0SR,3.5,5.6,Allerdale,Cumberland
CA13 0SS,2.7,4,Allerdale,Cumberland
CA13 0ST,5.2,7.9,Allerdale,Cumberland
CA13 0SU,1.9,5.1,Allerdale,Cumberland
CA13 0SX,42.6,80,Allerdale,Cumberland
CA13 0SY,45.5,78.3,Allerdale,Cumberland
CA13 0SZ,32.2,80,Allerdale,Cumberland
CA13 0TA,36.7,79.7,Allerdale,Cumberland
CA13 0TB,48.2,54.4,Allerdale,Cumberland
CA13 0TE,35.8,80,Allerdale,Cumberland
CA13 0TG,23.8,75.8,Allerdale,Cumberland
CA13 0TH,25.8,80,Allerdale,Cumberland
CA13 0TJ,41.4,79.9,Allerdale,Cumberland
CA13 0TL,58.3,79.9,Allerdale,Cumberland
CA13 0TP,37,74.1,Allerdale,Cumberland
CA13 0TQ,47.1,77.3,Allerdale,Cumberland
CA13 0TR,32.1,77.6,Allerdale,Cumberland
CA13 0TS,40.5,68.3,Allerdale,Cumberland
CA13 0TX,27.6,35,Allerdale,Cumberland
CA13 0TY,49.4,80,Allerdale,Cumberland
CA13 0TZ,42.8,79.9,Allerdale,Cumberland
CA13 0UA,38.8,79.9,Allerdale,Cumberland
CA13 0UE,32.9,76.3,Allerdale,Cumberland
CA13 0UF,48.3,79.9,Allerdale,Cumberland
CA13 0UG,38.8,79.6,Allerdale,Cumberland
CA13 0UH,42.2,69.7,Allerdale,Cumberland
CA13 0UL,42.1,79.9,Allerdale,Cumberland
CA13 0UN,34.5,73,Allerdale,Cumberland
CA13 0UQ,44.4,76.6,Allerdale,Cumberland
CA13 0UU,35.5,79.9,Allerdale,Cumberland
CA13 0UW,9.5,51.7,Allerdale,Cumberland
CA13 0UX,25.4,79.9,Allerdale,Cumberland
CA13 0UY,42.8,69,Allerdale,Cumberland
CA13 0UZ,37.7,74.8,Allerdale,Cumberland
CA13 0WW,25.1,46.4,Allerdale,Cumberland
CA13 0WX,33.9,62.9,Allerdale,Cumberland
CA13 0XA,45.3,79.9,Allerdale,Cumberland
CA13 0XD,47.6,80,Allerdale,Cumberland
CA13 0XH,33.7,79.9,Allerdale,Cumberland
CA13 0XJ,22.4,68,Allerdale,Cumberland
CA13 0XP,22.4,40,Allerdale,Cumberland
CA13 0XR,26.8,55,Allerdale,Cumberland
CA13 0XT,47.4,80,Allerdale,Cumberland
CA13 0XW,23.6,50,Allerdale,Cumberland
CA13 0XY,35.6,79.9,Allerdale,Cumberland
CA13 0XZ,40.8,76.3,Allerdale,Cumberland
CA13 0YE,36.7,67.7,Allerdale,Cumberland
CA13 0YG,44.4,79.9,Allerdale,Cumberland
CA13 0YJ,38.2,80,Allerdale,Cumberland
CA13 0YL,46.1,80,Allerdale,Cumberland
CA13 0YN,42.5,80,Allerdale,Cumberland
CA13 0YQ,30.7,40,Allerdale,Cumberland
CA13 0YR,57,79.9,Allerdale,Cumberland
CA13 0YS,39.1,79.9,Allerdale,Cumberland
CA13 0YT,39.9,80,Allerdale,Cumberland
CA13 0YU,27.7,64.7,Allerdale,Cumberland
CA13 0YW,62.9,77.2,Allerdale,Cumberland
CA13 0YX,41.7,54.9,Allerdale,Cumberland
CA13 0YY,2.9,4.8,Allerdale,Cumberland
CA13 0ZA,40.4,80,Allerdale,Cumberland
CA13 0ZF,13.7,18.1,Allerdale,Cumberland
CA13 0ZG,14.6,16.9,Allerdale,Cumberland
CA13 0ZH,13.7,24.4,Allerdale,Cumberland
CA13 0ZJ,13,16.3,Allerdale,Cumberland
CA13 9AA,38.1,76.8,Allerdale,Cumberland
CA13 9AB,25.5,61.7,Allerdale,Cumberland
CA13 9AD,21.8,21.8,Allerdale,Cumberland
CA13 9AE,19.8,39.3,Allerdale,Cumberland
CA13 9AF,30.4,79.9,Allerdale,Cumberland
CA13 9AG,31.3,79.8,Allerdale,Cumberland
CA13 9AH,42.6,80,Allerdale,Cumberland
CA13 9AL,57,76.2,Allerdale,Cumberland
CA13 9AN,35.5,80,Allerdale,Cumberland
CA13 9AP,26.2,65.6,Allerdale,Cumberland
CA13 9AQ,38.6,70.7,Allerdale,Cumberland
CA13 9AR,32.5,71.3,Allerdale,Cumberland
CA13 9AS,33.5,66.5,Allerdale,Cumberland
CA13 9AT,25.8,76.6,Allerdale,Cumberland
CA13 9AU,40.9,76.3,Allerdale,Cumberland
CA13 9AW,33.8,66.9,Allerdale,Cumberland
CA13 9AX,23.8,40.8,Allerdale,Cumberland
CA13 9AY,32.1,80,Allerdale,Cumberland
CA13 9AZ,17.6,40,Allerdale,Cumberland
CA13 9BA,27.1,52.6,Allerdale,Cumberland
CA13 9BB,29.7,79.9,Allerdale,Cumberland
CA13 9BD,23.8,63.7,Allerdale,Cumberland
CA13 9BE,28.3,80,Allerdale,Cumberland
CA13 9BF,29,79.9,Allerdale,Cumberland
CA13 9BG,25.4,73.9,Allerdale,Cumberland
CA13 9BH,45.5,79.9,Allerdale,Cumberland
CA13 9BJ,22.2,64.2,Allerdale,Cumberland
CA13 9BL,12.9,40,Allerdale,Cumberland
CA13 9BN,22.2,79.9,Allerdale,Cumberland
CA13 9BP,24.9,64.5,Allerdale,Cumberland
CA13 9BQ,25.5,59.9,Allerdale,Cumberland
CA13 9BT,26.5,64.5,Allerdale,Cumberland
CA13 9BU,20.1,79.9,Allerdale,Cumberland
CA13 9BW,28.1,75.5,Allerdale,Cumberland
CA13 9BX,21.7,38.3,Allerdale,Cumberland
CA13 9BY,17.6,40,Allerdale,Cumberland
CA13 9BZ,28.8,61.8,Allerdale,Cumberland
CA13 9DA,29.8,80,Allerdale,Cumberland
CA13 9DB,38,64.9,Allerdale,Cumberland
CA13 9DD,31.2,55,Allerdale,Cumberland
CA13 9DE,42.8,79.9,Allerdale,Cumberland
CA13 9DF,38.1,80,Allerdale,Cumberland
CA13 9DG,42.8,76.3,Allerdale,Cumberland
CA13 9DH,37,79.9,Allerdale,Cumberland
CA13 9DJ,39.2,79.9,Allerdale,Cumberland
CA13 9DL,27.4,54.9,Allerdale,Cumberland
CA13 9DN,30.5,62.9,Allerdale,Cumberland
CA13 9DP,25.7,67.4,Allerdale,Cumberland
CA13 9DQ,18.1,28.7,Allerdale,Cumberland
CA13 9DR,41.3,80,Allerdale,Cumberland
CA13 9DS,25.3,56,Allerdale,Cumberland
CA13 9DT,38.3,79.9,Allerdale,Cumberland
CA13 9DU,45,80,Allerdale,Cumberland
CA13 9DW,26.4,35,Allerdale,Cumberland
CA13 9DY,34.8,79.9,Allerdale,Cumberland
CA13 9EA,41.4,79.9,Allerdale,Cumberland
CA13 9EB,23.5,66.9,Allerdale,Cumberland
CA13 9ED,28.6,43.4,Allerdale,Cumberland
CA13 9EE,31.6,78,Allerdale,Cumberland
CA13 9EF,29.2,79.9,Allerdale,Cumberland
CA13 9EG,35.9,74.5,Allerdale,Cumberland
CA13 9EH,35.6,45,Allerdale,Cumberland
CA13 9EJ,29.2,69.4,Allerdale,Cumberland
CA13 9EL,33.7,79.9,Allerdale,Cumberland
CA13 9EN,37.9,80,Allerdale,Cumberland
CA13 9EP,35.1,80,Allerdale,Cumberland
CA13 9EQ,33.7,66,Allerdale,Cumberland
CA13 9ER,39.6,79.9,Allerdale,Cumberland
CA13 9ES,28.4,40,Allerdale,Cumberland
CA13 9ET,31.9,79.9,Allerdale,Cumberland
CA13 9EU,48.6,80,Allerdale,Cumberland
CA13 9EW,46.8,80,Allerdale,Cumberland
CA13 9FB,28,80,Allerdale,Cumberland
CA13 9FD,15.9,40,Allerdale,Cumberland
CA13 9GJ,12.3,23.6,Allerdale,Cumberland
CA13 9HD,42.5,80,Allerdale,Cumberland
CA13 9HH,28.6,39.8,Allerdale,Cumberland
CA13 9HJ,31,68.1,Allerdale,Cumberland
CA13 9HL,19.6,20.9,Allerdale,Cumberland
CA13 9HN,24.6,62.2,Allerdale,Cumberland
CA13 9HP,32.4,43.9,Allerdale,Cumberland
CA13 9HQ,20.3,39.8,Allerdale,Cumberland
CA13 9HR,38.7,77.2,Allerdale,Cumberland
CA13 9HS,18.9,40,Allerdale,Cumberland
CA13 9HW,22.7,79.9,Allerdale,Cumberland
CA13 9HX,38.4,80,Allerdale,Cumberland
CA13 9HY,21.6,68.3,Allerdale,Cumberland
CA13 9JA,12.9,40,Allerdale,Cumberland
CA13 9JB,31,78.1,Allerdale,Cumberland
CA13 9JD,24.4,78.7,Allerdale,Cumberland
CA13 9JE,28.6,79.2,Allerdale,Cumberland
CA13 9JF,32.1,80,Allerdale,Cumberland
CA13 9JG,31.2,78.5,Allerdale,Cumberland
CA13 9JH,47.8,80,Allerdale,Cumberland
CA13 9JJ,13.4,40,Allerdale,Cumberland
CA13 9JP,35.2,80,Allerdale,Cumberland
CA13 9JQ,34.9,40,Allerdale,Cumberland
CA13 9JS,52.6,80,Allerdale,Cumberland
CA13 9JW,29,79.9,Allerdale,Cumberland
CA13 9LE,26.4,80,Allerdale,Cumberland
CA13 9LL,29.5,74.2,Allerdale,Cumberland
CA13 9LN,38.2,79.9,Allerdale,Cumberland
CA13 9LQ,41.7,80,Allerdale,Cumberland
CA13 9LS,37.2,80,Allerdale,Cumberland
CA13 9LU,37.2,80,Allerdale,Cumberland
CA13 9LW,16.2,37.3,Allerdale,Cumberland
CA13 9LZ,48,80,Allerdale,Cumberland
CA13 9NA,27.8,74,Allerdale,Cumberland
CA13 9NB,41.7,79.9,Allerdale,Cumberland
CA13 9NF,42,80,Allerdale,Cumberland
CA13 9NG,35.4,80,Allerdale,Cumberland
CA13 9NH,30.1,80,Allerdale,Cumberland
CA13 9NJ,36.8,79.9,Allerdale,Cumberland
CA13 9NN,41,76.6,Allerdale,Cumberland
CA13 9NQ,36.6,79.9,Allerdale,Cumberland
CA13 9NR,18.3,21.7,Allerdale,Cumberland
CA13 9NU,49.1,79.9,Allerdale,Cumberland
CA13 9NW,21,40,Allerdale,Cumberland
CA13 9NY,42,80,Allerdale,Cumberland
CA13 9NZ,16.9,20.2,Allerdale,Cumberland
CA13 9PA,55.3,80,Allerdale,Cumberland
CA13 9PB,38.4,79.9,Allerdale,Cumberland
CA13 9PD,33.8,76.2,Allerdale,Cumberland
CA13 9PE,42.4,80,Allerdale,Cumberland
CA13 9PG,33.8,54.9,Allerdale,Cumberland
CA13 9PH,41.6,80,Allerdale,Cumberland
CA13 9PJ,39.1,80,Allerdale,Cumberland
CA13 9PL,31.5,80,Allerdale,Cumberland
CA13 9PN,32.7,74.6,Allerdale,Cumberland
CA13 9PP,18,39.8,Allerdale,Cumberland
CA13 9PQ,37.8,77.7,Allerdale,Cumberland
CA13 9PW,26.9,70.1,Allerdale,Cumberland
CA13 9QL,47.2,70,Allerdale,Cumberland
CA13 9QP,79.8,80,Allerdale,Cumberland
CA13 9QR,27.1,40,Allerdale,Cumberland
CA13 9QS,35,80,Allerdale,Cumberland
CA13 9QU,55.1,79.9,Allerdale,Cumberland
CA13 9QW,36.7,80,Allerdale,Cumberland
CA13 9QX,42.6,79.9,Allerdale,Cumberland
CA13 9QY,25.4,40,Allerdale,Cumberland
CA13 9QZ,36.1,75.1,Allerdale,Cumberland
CA13 9RE,53.7,74.5,Allerdale,Cumberland
CA13 9RG,40,74.4,Allerdale,Cumberland
CA13 9RH,31.7,75.7,Allerdale,Cumberland
CA13 9RJ,39.3,55,Allerdale,Cumberland
CA13 9RL,36.5,79.9,Allerdale,Cumberland
CA13 9RN,41.8,79.9,Allerdale,Cumberland
CA13 9RQ,39.5,78.6,Allerdale,Cumberland
CA13 9RR,30.8,79.9,Allerdale,Cumberland
CA13 9RT,24.9,80,Allerdale,Cumberland
CA13 9RU,44.2,80,Allerdale,Cumberland
CA13 9SA,4.3,7.6,Allerdale,Cumberland
CA13 9SF,16.4,28.1,Allerdale,Cumberland
CA13 9SJ,29.5,48.5,Allerdale,Cumberland
CA13 9SL,6.9,10.2,Allerdale,Cumberland
CA13 9SR,3.3,5.1,Allerdale,Cumberland
CA13 9SS,0.6,1.5,Allerdale,Cumberland
CA13 9ST,1.2,1.7,Allerdale,Cumberland
CA13 9SU,6.8,12.1,Allerdale,Cumberland
CA13 9SX,1,1.2,Allerdale,Cumberland
CA13 9TB,31.1,42,Allerdale,Cumberland
CA13 9TG,25.2,74,Allerdale,Cumberland
CA13 9TL,7.6,14.6,Allerdale,Cumberland
CA13 9TN,3.6,5.6,Allerdale,Cumberland
CA13 9TQ,21.9,39.9,Allerdale,Cumberland
CA13 9TS,3.7,4.1,Allerdale,Cumberland
CA13 9TX,20.1,39.5,Allerdale,Cumberland
CA13 9TZ,31.9,52.6,Allerdale,Cumberland
CA13 9UA,21.4,32,Allerdale,Cumberland
CA13 9UB,19.4,29.1,Allerdale,Cumberland
CA13 9UD,8.3,11.9,Allerdale,Cumberland
CA13 9UG,22.8,30.9,Allerdale,Cumberland
CA13 9UL,42.6,80,Allerdale,Cumberland
CA13 9UP,23.3,38.1,Allerdale,Cumberland
CA13 9UQ,35.6,64.6,Allerdale,Cumberland
CA13 9UR,39.9,40,Allerdale,Cumberland
CA13 9UW,26,40.6,Allerdale,Cumberland
CA13 9UX,8.8,51.2,Allerdale,Cumberland
CA13 9UY,6.4,24,Allerdale,Cumberland
CA13 9XA,6.5,8.1,Allerdale,Cumberland
CA13 9XD,22.6,22.6,Allerdale,Cumberland
CA13 9XL,9,33,Allerdale,Cumberland
CA13 9XP,30.1,79.9,Allerdale,Cumberland
CA13 9XZ,27.4,76.5,Allerdale,Cumberland
CA13 9YA,12.9,19.8,Allerdale,Cumberland
CA13 9YB,34.1,79.9,Allerdale,Cumberland
CA13 9YD,31.8,58,Allerdale,Cumberland
CA13 9YN,15.6,24.4,Allerdale,Cumberland
CA13 9YP,15.2,79.9,Allerdale,Cumberland
CA13 9YR,2.4,3.1,Allerdale,Cumberland
CA13 9YS,4,7.2,Allerdale,Cumberland
CA13 9ZD,13.9,13.9,Allerdale,Cumberland
CA1 3AA,31.1,74.6,Carlisle,Cumberland
CA1 3AB,22.6,65.8,Carlisle,Cumberland
CA1 3AD,38.7,74.5,Carlisle,Cumberland
CA1 3AE,29.8,78.3,Carlisle,Cumberland
CA1 3AG,40,40,Carlisle,Cumberland
CA1 3AH,26.6,80,Carlisle,Cumberland
CA1 3AJ,33.9,80,Carlisle,Cumberland
CA1 3AP,30.1,80,Carlisle,Cumberland
CA1 3AQ,48.3,79.9,Carlisle,Cumberland
CA1 3AR,34.4,80,Carlisle,Cumberland
CA1 3AS,26.2,72.4,Carlisle,Cumberland
CA1 3AT,35.9,79.4,Carlisle,Cumberland
CA1 3AU,28.2,75.4,Carlisle,Cumberland
CA1 3AW,25.1,79.9,Carlisle,Cumberland
CA1 3AX,23,76.6,Carlisle,Cumberland
CA1 3AY,25.5,63.2,Carlisle,Cumberland
CA1 3AZ,26.5,66.6,Carlisle,Cumberland
CA1 3BA,15.3,49,Carlisle,Cumberland
CA1 3BB,39.6,79.4,Carlisle,Cumberland
CA1 3BD,38.2,71,Carlisle,Cumberland
CA1 3BE,4.5,5.7,Carlisle,Cumberland
CA1 3BF,34.4,69.5,Carlisle,Cumberland
CA1 3BL,30.8,80,Carlisle,Cumberland
CA1 3BN,23.7,80,Carlisle,Cumberland
CA1 3BP,28.1,74.1,Carlisle,Cumberland
CA1 3BQ,39.2,78.1,Carlisle,Cumberland
CA1 3BS,27.9,75.5,Carlisle,Cumberland
CA1 3BT,32.1,78.1,Carlisle,Cumberland
CA1 3BU,20.5,69.6,Carlisle,Cumberland
CA1 3BW,37.7,71.4,Carlisle,Cumberland
CA1 3BY,30.6,79.9,Carlisle,Cumberland
CA1 3DA,26.7,72.7,Carlisle,Cumberland
CA1 3DB,25.6,40,Carlisle,Cumberland
CA1 3DD,21.4,47.1,Carlisle,Cumberland
CA1 3DE,28.2,79.9,Carlisle,Cumberland
CA1 3DF,23.6,40.6,Carlisle,Cumberland
CA1 3DG,31.3,68.3,Carlisle,Cumberland
CA1 3DH,22.6,57.5,Carlisle,Cumberland
CA1 3DJ,26.5,70.1,Carlisle,Cumberland
CA1 3DL,30.3,72.8,Carlisle,Cumberland
CA1 3DP,34.5,80,Carlisle,Cumberland
CA1 3DQ,38.3,57.5,Carlisle,Cumberland
CA1 3DU,52,76,Carlisle,Cumberland
CA1 3DZ,49.5,76.5,Carlisle,Cumberland
CA1 3EB,49.6,79.9,Carlisle,Cumberland
CA1 3EH,40.5,79.9,Carlisle,Cumberland
CA1 3EJ,39.9,79.9,Carlisle,Cumberland
